date,value
1520899320,4
1520985923,5
1521072100,3
1521245083,3
1521331330,4
1521419458,3
1521504027,5
1521590838,4
1521676921,3
1521764641,4
1521850461,2
1522030079,3
1522030089,3
1522030126,3
1522030147,3
1522030155,3
1522030165,3
1522108820,3
1522203112,3
1522368433,4
1522454554,5
1522542890,3
1525113570,1
1527178547,3
1528982057,3
1529366507,3
1529457511,2
1529779667,3
1531166639,5
